text,label
"Return of the Boogyman is a dreadful movie which doesn't play like a movie, it plays like an episode of a TV sitcom when they flashback to older episodes. Return of the Boogyman is just a clip show.<br /><br />Mutch of the film is constant and annoying flashbacks from the first movie. Over and over again the same footage. How boring this is.<br /><br />The movie really is about a psychic woman who has visions of the first movie.<br /><br />I have seen the first movie I don't want to see the same scenes over and over again and I don't know who would. The whole movie looks like it was quickly made to make a few bucks and thats it.",0
"Rarely will anyone deny that Hitchcock remains one of the most creative, inventive and prolific directors of all time, because he is arguably all of these things. It takes true genius to scare generations of film goers out of taking showers and wearing neck ties. Saboteur, however, is not creative or prolific at all. Rather, Hitchcock set out with the soul intention of creating a film to muster ""American Pride,"" a certain call-to-arms, support-our-troops title which was a popular theme of the time. With that in mind, Hitchcock severely underplayed other important aspects of the film, including but not limited to a logical plot, characterization, believable dialog, and a fluent, running storyline. <br /><br />Typically Hitchcock does great with espionage films, only a few years earlier achieving cinematic greatness with The Foreign Corespondant and The 39 Steps, but seemingly lost his stride in creating Saboteur and merely recycled the same once-thrilling story lines both his previous excursions readily provided. Without going into any great depth here is a list of a few of this films major problems: <br /><br />1. Despite having his face plastered on every newspaper across America, the only person who recognizes Kane is blind.<br /><br />2. At the dinner party, Kane and Patricia don't want to run for the door because the bad guys might grab them and tell the party they were ""gate crashers."" Logically, what prevents the spies from grabbing them and saying this at any point during the evening? Besides, does anyone need to be reminded Kane is a wanted terrorist?<br /><br />3. Since when can a fan belt cut through handcuffs? <br /><br />4. Nobody recognizes him...his face is on EVERY NEWSPAPER!!! <br /><br />5. The spies catch up with Kane in the ghost town and assume he's the man Freeman sent to work with them...shouldn't't he have some sort of credentials? I know spies don't run around with name tags and photo IDs but a secret handshake maybe? <br /><br />6. Cop picks up Kane escaping from Freeman's house, still seems no one recognizes this guy.<br /><br />7. How exactly does the FBI come to believe Kane with no evidence? They don't even show Kane talking to the FBI, the scene simply fades in and we are forced to assume everything is now kosher.<br /><br />8. When the cops search the Carnival Caravan how do they know Kane is now with a woman? The blind man believed Kane's story thus logically would not have reported his daughter missing, kidnapped, or even more importantly running with Kane. Why does this movie not employ logic?<br /><br />This is a running list. The movie is not exciting, the plot makes no sense, and the world is full of people who willingly take wanted terrorists into their homes and cars everyday because its no big thing. Hitchcock fails miserably on this one.",0
"I've seen a few bad action movies in my days, but this one's just plain awful. I feel it's a waste of time to even write this but I'll make it short. Why this movie suck? here are 10 reasons: 1. Very amateurly directed and cut. 2. Bad bad bad acting of the whole cast. 3. Silly dialogs and too many clichés. 4. Too many plot holes, a lot of scenes don't add up. 5. Bad photographing (and a lot of continuity issues). 6. Ridiculously bad performance by the lead female actress. 7. Unreliable action scenes (and not too good, either). 8. Even for a Snipes movie, he shows a big lack of acting materials. 9. Outrageous accents (of all the cast). 10. Last, but not least - too many implausible facts, such as a tournament of soccer in the U.S., CIA needing to do background checks to get new information about their employees, a mattress that is explosion proof and so on. In essence - it's a waste of time, it's not funny, not entertaining, not even as a joke - DON""T WATCH IT!!! Seriously, just don't.",0
"Tenants Two writers struggle to complete their books in an all but empty apartment house. They at first help each other and then slowly the tension between them begins to build.<br /><br />This is based upon a Bernard Malamud novel and unfortunately everyone speaks as though they are in that novel. Very little of the dialog is natural, its purple and brimming with shades of meaning. Its as if a college English major with a head full of pretensions wrote the script. It's awful and I found myself instantly immune to anything the film had to say, which is a shame since the film is populated with great performances from top to bottom. Snoop Dog on down are fine form, unfortunately none of them can over come the falseness of the words and the premise.<br /><br />I can't really recommend this movie. While not really bad, its very preachy and pretentious to the point of making you want to walk away. I lost interest less then a third of the way in and had to struggle to get to the end. If you're interested I'd try it on cable, but I wouldn't lay out good money to see it.",0
"I'm sure that any legitimate submariner would happily ship out on the USOS Seaview (yes, SOS...) Why, you could play full-court basketball in the torpedo room, it's so large. And how 'bout the bay windows in the bow, the better to see giant squids or minefields that appear out of nowhere? Did I mention the colorful mess-cook with the parrot on his shoulder? And the Admiral's stateroom with what appears to be a loft? Big bleeping sub...<br /><br />OK, OK...it's never gonna win any prizes for authenticity. And if the sub is laughable, the plot is even worse. Somehow the Van Allen belts of radiation, hundreds of miles in space, have ""caught fire"" are going to make global warming look like a weenie roast. Pompous Admiral Nelson (Walter Pidgeon), along with his sidekick Lucius (Peter Lorre, looking suitably uncomfortable) hatch a scheme to put out the fire by firing a missile into its midst.<br /><br />There's plenty of intrigue (sic) along the way, with a born-again survivor (and his little dog, too!) two ""dames"" who can never leave well enough alone, a passel of ""red shirts"" who are expendable, and plot holes big enough for Godzilla to walk through. Thrill to the Seaview being chased at what looks like 60 miles per hour by another sub -- no need for advanced sonar when you can follow from 100 feet astern.<br /><br />The movie careens from one cliff-hanger to another; the payoff is so anticlimactic as to be pointless, certainly not worth the 1 hour and 50 minute wait.<br /><br />The technical adviser for this shipwreck must have been a 14-year old boy with a stack of Popular Mechanics magazines. Worth watching, if only to riff upon.",0
"AKA: Mondays In The Sun<br /><br />I have no idea what I just watched. Three men wander aimlessly and drink, grousing about everything and at everyone in their path. This is supposed to be a drama, but what it is, is a total waste of film, without a single redeeming quality.<br /><br />I have read reviews touting the performances herein as ""wonderful,"" ""beautiful,"" and ""heroic."" I'm afraid I cannot agree, unless these men were supposed to come off as the dumbest most ignorant proto-humans who ever walked.<br /><br />All in all? This was not a movie. It wanders throughout and loses everyone but the audience. I've watched this three times, and cannot for the life of me see what anyone sees in this garbage. There is nothing profound here, whatsoever. It's crap.<br /><br />It rates a ZERO/10 from...<br /><br />the Fiend :.",0
"Worse than the rating it has been given. This is a typical SciFi movie nowadays: bad to awful acting, a script that is poorly written, and shoddy direction. From the opening scene where DeMille is burying his set to the end, this movie is terrible. In the beginning scenes this movie has Moses (which was Charlton Heston in the DeMille film), Pharoah (Yul Brynner) and Nefretiri (Anne Baxtor) overlooking a boy burying a box in the sand. The characters that were to represent the three aforementioned icons were awful and had to resemblance to the people they were to ""supposedly"" be. The fact that this is in the desert away from civilization is hilarious when someone is hurt and they are all yelling for an ambulance. The screenwriter obviously is oblivious to the fact that there are no ambulances in the middle of the desert. I was sorely disappointed that Morena Baccarin decided to do a film of such low quality.",0
There wasn't much thought put into the story line on many fronts. This is a good action movie but that's about it.<br /><br />- The movie states that the lycans were kept to protect the vampires during the day. Yet they are kept in cages and have collars on their necks. So they can't turn into their wolf form or do anything any other slave can't do. How does this protect the vampires during the day? Who are they protecting the vampires from? The uncontrollable lycans? The slaves in human form are nothing more than peasants.<br /><br />- My understanding is that vampires are immortals and don't age. Yet Sonya ages from child to adult. Do they just stop aging at a certain age? I understand that Viktor is old because he was turned (as explained in the second movie). But vampire babies age? Strange.<br /><br />- I didn't realize that vampires needed torches to see at night. Yet we see them carrying torches throughout the movie.<br /><br />- Silver was the only thing that was supposedly able to harm lycan. Yet wooden steaks fired from the huge crossbows kill the lycan too.<br /><br />These are just some of the things that show just a lack of thought put into the story telling.,0
"I haven't read a single IMDb comment for this movie that mentions how the Jewish character in this movie jumped up and down like a little baby as a gun is pointed in his face by a racist skinhead while the movie's lead black character looked in sternness down the barrel of a gun.<br /><br />I don't know how anyone could perceive this as a balanced account of university life. I agree universities are not bastions of tolerance like they are supposed to be and the title would be fitting if Singleton didn't make his characters such broad caricatures.<br /><br />On the surface he tries to portray Ice Cube's character as a bad guy, provoking Remy to become a racist skinhead. But who graduates at the end in the movie's redeeming epilogue? It seems Singleton points at white as either unable to empathize (I didn't say sympathize!) with his fellow black student OR only able to take the path of a racist skinhead. Many people who have been bullied by people of another race do not turn to extreme bigotry.<br /><br />Nor do women who have been raped immediately turn to lesbianism, which is portrayed more as a cult than a lifestyle. Quite honestly what was the point?",0
"Joe Don Baker is...Thomas Jefferson Geronimo, a pudgy, sweaty murderous oaf in a stupid cowboy suit that Roy Rogers would have laughed at. Somehow he still has a badge, probably because he lives in Texas and they'll let ANYTHING be law enforcement there.<br /><br />This greasy loser is a deputy sheriff near the Texas border. Not surprisingly, he was once a Texas Ranger but got kicked out because he seemed to think that the law was his own personal bouncing ball to be played with at his discretion. This includes shooting suspects who are over the international border into Mexico, beating up on suspects, cheating in gun fights, threatening women, starting gunfights that could have been avoided AND managing to get the life of a child threatened in the process, letting women he promised he would help and protect get killed just so that he could get out of jail, etc, etc. This guy makes L.A. cops look like saints in comparison.<br /><br />When his partner is killed by a pair of wandering Italian assassins, Joe Don's character hunts them down and kills one of them. Then he takes the other to Italy at the behest of a Mr. Wilson, who rightly thinks that Joe Don will screw up big time. In record time, he loses the Italian and gets a Maltese cabby blown up in the process. This is just the first of the many deaths and major destruction that Joe Don leaves in a trail behind him as he rampages across Malta looking for Palermo(the Italian assassin).<br /><br />Thus begins the mobius strip part of the movie, in which our hero gets arrested, lectured by the Maltese chief of police, goes out and causes more trouble, gets arrested, gets lectured by the chief of police...and so on, and so on. Until you want to blow your brains out with Joe Don's ivory handled pistol and be done with the horror.<br /><br />Joe Don proves his uselessness not just in the first time Palermo escapes, but in the subsequent boat chase in which he goes down in just one punch. Then he gets taken by Palermo after he threatens a woman with a coat hanger. You hope that Palermo will actually get to torture him in the basement cell he's put in, but no-the stripper he threatened came and got him out, because he promised to protect her. Her throat promptly gets cut(big surprise) and Joe Don escapes into the night.<br /><br />And here you hope he might have been drowned in the (yet another) boat chase. But even the ocean doesn't want him, and spits him up on a shore where he's nursed by a poor Maltese family(what did they ever do to deserve that?) he returns to the city, where he's arrested by the police, lectured by the police chief...arrrgghhh! The female police officer who's been escorting him around frees him so that they can go get Palermo. Why she would do anything so brain dead as to destroy her career for this great slob is beyond me. It's just head scratchily puzzling.<br /><br />They go out to the villa where Palermo is hiding, and start a shoot out. Joe Don blithely cheats, and kills Palermo. He then utters the great and dazzling last line of the movie: ""The big one has my badge. Can you go get it for me?"" Thank you for that immortal line, Mr. Baker. That will go down in the annals of movie history as the most literate, amazing, wondrous last line ever uttered by a character in a film. It certainly falls into line with everything else about the character. Bravo.",0
"I am probably one of the few viewers who would not recommend this film. Thought visually stunning like all of Ang Lee's work (each still frame seems worthy of a print), I was really disappointed by the film's disjointed pace. It really was too long.<br /><br />The story is set in Civil War era Missouri, and is about a young man (Roedel) who joins the feral forces of the Bushwackers, sort of renegade Confederate sympathizers who conduct geurilla type fighting with the Jayhawkers, their Union counterparts. He and his close friend, Jack Bull Chiles played by Skeet Ulrich, join the group after Chile's father is shot point-blank and his home is burned, presumably by Jayhawkers. The story follows Roedel's and Chiles' raiding adventures and their interactions with other victims of the war, including former slave who fights for the Bushwhackers (Daniel Holt played by Jeffery Wright), and a war widow played by Jewel.<br /><br />It seemed that every time the film developed the story to an interesting point, it would turn to some other subplot and leave things undeveloped. For example, the agitation among Roedel's group caused by former slave Holt participating in the confederate cause is shown briefly through some conflict regarding propriety and protocol, and then dropped until later in the movie. A young villian/bully Bushwhacker hates Roedel and directs much angst and violence against him, but, we never know why. Some of the characters never seem to surface; I think that is because the movie embraces too many of them as well as taking on large amounts of history.<br /><br />The historical detail was excellent. I loved looking at the housing, furniture, clothes, etc., and I thought the lead actors did a wonderful job of humanizing the characters, though they stumbled a bit with the dialog. Unless you really enjoy history or are a huge Ang Lee fan, though, take a pass on this one.",0
"Why every horror director wants to imitate ""The Exorcist"" is a complete riddle to me, as William Friedkin's ""classic"" is a very overrated film and, in my opinion, not all that tense or shocking. And yet here's another clean rip-off, a Spanish one this time, that shamelessly repeats the story of a young girl that gets possessed by pure evil and turns against her own family. Paul Naschy (who I must admit looks quite hot here) plays the honorable priest who gets approached by John Gibson because his sister Leila's behavior changed drastically since she met her new boyfriend. At first the priest doesn't believe it but when John's body is discovered with its neck twisted, Leila's demonic behavior becomes more noticeable... ""Exorcism"" is not only very unoriginal, it's also an insufferably boring film! Here Naschy and director Juan Bosch had an open opportunity to make a religiously themed exploitation flick full of shocks and gore, and yet the result is a tame and overall bloodless drama that'll nearly put you to sleep! The last twenty minutes contain some atmospheric moments, albeit very stupid, and there's quite a lot of stylishly filmed female nudity and sleaze. The absolute lack of budget is no real excuse since Paul Naschy already proved before that he has enough imagination to make up for a shortage in money. This is just an awful film, end of story. Other European ""The Excorcist"" rip-offs are ""The Antichrist"" and ""Beyond the Door"" and they suck as well!",0
"This movie is silly and very short of being a funny movie. Unhappy 'easterners' are not pleased with being out west; so they hire a drunk wagon master(John Candy)to lead them back east. Sight gags were just not funny enough to carry this one. And Richard Lewis gets on your nerves very quickly; but then I honestly don't like him at anything he does. Ed Lauter is hilarious as the bumbling villain.<br /><br />The movie was dedicated to Candy. He died from a massive heart attack ten days before the movie was completed. A stand in and digital enhancement enabled Candy's character to be seen in the final scenes. Candy was a very good comedian and gave us some real good knee slapping, belly laughs in his career. This movie was just not the caliber of his best.<br /><br />Also in the film, you will recognize: William Sanderson, Gailard Sartain, Ethan Phillips, Ellen Greene and Rodney A. Grant.",0
"No movie I've ever seen before has even come close to being as boring and stupid as this hunk of junk. And I have always been a big B-movie fan. After viewing this total piece of crap, though I can honestly say that this doesn't even come close to being a B-movie. <br /><br />No one in this movie could act if their life depended on it. The script is so stupid I don't think I've ever heard anyone talk like this in my life. The writer should go spend a few years studying real-life people to see just how they act and talk, even then they would not be able to make a watchable movie because it is so obvious that no one involved in this movie has any talent driving them at all. <br /><br />I could make a better movie with a digital camera and some monster toys. Also, forget about any sexy scenes, the women in the leather outfits are so grotesque, you would sooner puke than get turned on!<br /><br />Avoid this pointless drivel unless you want to be bored out of your mind!",0
"I am currently watching this movie and I have absolutely no hesitation in reviewing it now. The acting is ridiculous. Half the cast must be retired porno actors, and to get kicked off pornos you could imagine the quality of acting.<br /><br />The graphics are unlike anything I have ever seen. I think there are puppet shows with more believability. They can't even afford blanks for the guns they shoot at the pathetic excuse for monsters. Perhaps I should also note how incredibly impressed I am at the number of 'bullets' their pistols can hold. <br /><br />If asked to summarise the movie, I would say that someone had rustled up a group of complete no-hopers at the local county-fair, slapped them on an island, added needlessly intense music and let a 6 year old do the editing.<br /><br />I can honestly not formulate any possible explanation for why this movie was released, recorded on DVD and costs $6 from my local video store for one day. If anything I have received the benefit of knowing that I am a lot smarter than all parties involved in this film.<br /><br />I hate this movie with great intensity. Why? I wish I knew Captain, I wish I knew....",0
For many years Ed Wood's Classic 'Plan 9' has been considered the worst film ever made. Forget it The Roller Blade Seven is infinitely worse. The cast is made up of famous peoples brothers and almost famous or has been actors and actresses. The plot along with the budget and script are non-existent. The running time is made up not in the classic Ed Wood style of using stock footage. Instead there is endless slow motion and repeated action. And as for The Roller Blade Seven aren't even seven of them!<br /><br />You must see this film just to know how bad film making can really be. Giving independent film makers everywhere hope.,0
"The original movie ( dated 19??)did not show any ""monster"" , it just SUGGESTED scary ""things"" , .<br /><br />This version however shows every aspect of a ""sick minded ghost"" , including unnecessary special effects . <br /><br />The ""mystery "" ,as presented in the original movie , was the most scary part : one simply did not know what was causing the weird things that happened. By showing the face of the ""old man"" , this Mister has completely disappeared. Even worse : the special effects ( crying wooden children faces) is ridiculous. This is a stupid remake , too obviously spectacular to even be close as scary as the original",0
"Well it's not often that we in the UK have a film made about inner city life from the perspective of the Afro Caribbean community, the last example that I can remember was the underrated Babylon way back in 1980. So I had high expectations when I heard about Bullet Boy, a film that has been touted as the British version of La Haine! Well La Haine it is not! I agree that the use of dialogue and environment gives this film an authenticity that has been missed in other British films of late, but my concern is that this film predictably ends sadly.<br /><br />The film intelligently deals with the escalating problem of black on black violence that is sadly all to common in London, but I'm concerned that film makers now use type-casting in plot as opposed to characters which is equally as damaging. Saul Dibb had a great opportunity to make a film that could be both entertaining and inspirational to us all, but sadly missed and created a film that only reinforces the idea that to be a young black male in London the only future is violence & tragedy",0
"Michael Feifer writes and directs this fictitious story based on the arrest of Edward Gein in Plainfield, Wisconsin. Gein was responsible for a rash of gruesome murders that sent a shock wave of terror through his rural hometown in the late 1950's. His evil mind and twisted world is suspected to be caused by his domineering zealous Lutheran mother. Ed was given the nickname ""The Butcher of Plainfield"". He would rob corpses from fresh graves of women who resembled his mother and he would have sex with them before 'dressing them like a deer' in his garage. Severed heads with bodies hanging upside down being his personal trademark. After his arrest there would be many articles made from human skin found in his home. In this movie, a young deputy Bobby Mason(Shawn Hoffman)makes the search for Gein(Kane Hodder)a personal one, when his storekeeper mother(Priscilla Barnes)goes missing. The acting is a whole lot better than the ridiculously liberal telling of the documented events concerning Gein. Also in the cast: Adrienne Frantz, Timothy Oman, John Burke, Michael Berryman and Amy Lyndon.",0
"What a HUGE pile of dung. Shot-on-video (REALLY crappy camcorder, NOT digital) pile of garbage. It is without a doubt, the stupidest thing ever made. The fact that this crap was actually released is completely asanine. Everyone who sees it will become stupider for having watched it. Seriously. I felt like it killed several brain cells after I watched this garbage. The positive reviews of this a$$crap were obviously made by the ""filmmaker"" (and I use the term VERY loosely) himself and/or his family and friends because no normal person with the intelligence of a squirrel would honestly like this waste of life. Trust me, stay the hell away from this video. You'll thank me for it. Avoid it like herpes.",0
"""Grande Ecole"" is not an artful exploration of mixed sexuality but, if you're in need of it, a movie for an X-rated channel. Although I suspect there's nothing in this movie to spoil for a willing viewer, the plot is simply an excuse for male-to-female and male-to-male couplings set in the unconvincing context of a competition between a Parisian school for future CEOs and a major school for those seeking higher degrees in the liberal arts. There's likewise a frisson of cultural clash between high status and lower status French youth, plus a societal conflict involving native Frenchmen and Arab immigrants from North Africa. All that's missing is a female-to-female coupling, which could easily have been arranged with no more than a slight twist in the plot.<br /><br />The acting is at a somewhat higher level than in the usual pornographic movie -- but ""Grande Ecole"" is, to be blunt about it, no more than pornography with artistic aspirations. I'm not offended by the sex. It's just repetitive and, before long, boring. Where's the Hays Office when you really need it?",0
